98.7,1088.4003253133328,11150.601783210936,110222.78831120246
97.4,1050.0,11115.37080077171,110309.9695
97.4,1087.385006563341,11133.653634561357,110130.87201004667
96.2,1050.0,10800.0,110309.9695
96.0,1086.2333018518807,11108.72637754096,109867.7938291372
96.4,1050.0,10800.0,110000.11
97.4,1088.138154094587,11136.107476733689,110002.5999823541
96.4,1050.0,10800.0,109922.6451
98.9,1086.217752629052,11107.07394775544,109924.1163586529
96.2,1050.0,10800.0,110155.0397
96.6,1086.2708001038716,11105.23534236074,109943.21162974962
97.6,1060.0,10900.0,110155.0397
95.8,1050.0,11103.25593143232,110155.0397
96.2,1050.0,10800.0,110232.5046
98.5,1080.0,11135.427482769115,108450.8127
97.2,1060.0,10900.0,109767.7154
97.6,1070.0,11000.0,104887.4288
96.2,1050.0,10800.0,109922.6451
97.0,1060.0,10800.0,109612.7857
96.0,1050.0,10800.0,110155.0397
97.8,1070.0,10900.0,110155.0397
97.4,1050.0,10800.0,110155.0397
96.4,1050.0,10800.0,110155.0397
97.2,1060.0,11116.43880208492,110309.9695
96.8,1088.450213259906,11128.421750726142,110156.22439132875
96.6,1060.0,11094.92513050575,109845.1803
96.8,1060.0,11500.0,109845.1803
96.2,1050.0,10908.765454186529,110164.4579691487
96.6,1060.0,10800.0,110000.11
97.2,1085.316253215155,11118.308098938813,109939.9567250236
97.6,1060.0,10800.0,110404.11240973296
96.2,1085.2474781446483,11079.427684863538,110068.43419050788
